Accession	BioProjects	BioSample accession	Completeness	Gene count	Geographic Location	Geographic Region	Geographic State	Host Common Name	Host Infraspecific Names Breed	Host Infraspecific Names Cultivar	Host Infraspecific Names Ecotype	Host Infraspecific Names Isolate	Host Infraspecific Names Sex	Host Infraspecific Names Strain	Host Name	Host Pangolin Classification	Host Taxonomic ID	Is Annotated	Is Complete	Is Lab Host	Is Vaccine Strain	Isolate Collection date	Isolate Lineage	Isolate Lineage source	Lab Host	Length	Mature peptide count	Molecule type	Nucleotide completeness	Protein count	Purpose of Sampling	Release date	Segment	Source database	SRA Accessions	Submitter Affiliation	Submitter Country	Submitter Names	Update date	Virus Common Name	Virus Infraspecific Names Breed	Virus Infraspecific Names Cultivar	Virus Infraspecific Names Ecotype	Virus Infraspecific Names Isolate	Virus Infraspecific Names Sex	Virus Infraspecific Names Strain	Virus Name	Virus Pangolin Classification	Virus Taxonomic ID
AY253713.1			PARTIAL	40														true					Z24VZV			906						2003-05-12T00:00:00Z		GenBank		University of Iowa, Department of Pediatrics	USA	Wagenaar,T.R.,Chow,V.T.,Buranathai,C.,Thawatsupha,P.,Grose,C.	2016-07-25T00:00:00Z								Human alphaherpesvirus 3		10335
AY253714.1			PARTIAL	1														true					Z24VZV			3917				1		2003-05-12T00:00:00Z		GenBank		University of Iowa, Department of Pediatrics	USA	Wagenaar,T.R.,Chow,V.T.,Buranathai,C.,Thawatsupha,P.,Grose,C.	2016-07-25T00:00:00Z								Human alphaherpesvirus 3		10335
AY253715.1			PARTIAL	1														true					1140VZV			1872				1		2003-05-12T00:00:00Z		GenBank		University of Iowa, Department of Pediatrics	USA	Wagenaar,T.R.,Chow,V.T.,Buranathai,C.,Thawatsupha,P.,Grose,C.	2016-07-25T00:00:00Z								Human alphaherpesvirus 3		10335
AY253716.1			PARTIAL	1														true					1140VZV			2526				1		2003-05-12T00:00:00Z		GenBank		University of Iowa, Department of Pediatrics	USA	Wagenaar,T.R.,Chow,V.T.,Buranathai,C.,Thawatsupha,P.,Grose,C.	2016-07-25T00:00:00Z								Human alphaherpesvirus 3		10335
AY253717.1			PARTIAL	1														true					1140VZV			1065				1		2003-05-12T00:00:00Z		GenBank		University of Iowa, Department of Pediatrics	USA	Wagenaar,T.R.,Chow,V.T.,Buranathai,C.,Thawatsupha,P.,Grose,C.	2016-07-25T00:00:00Z								Human alphaherpesvirus 3		10335
AY253718.1			PARTIAL	40														true					1140VZV			906						2003-05-12T00:00:00Z		GenBank		University of Iowa, Department of Pediatrics	USA	Wagenaar,T.R.,Chow,V.T.,Buranathai,C.,Thawatsupha,P.,Grose,C.	2016-07-25T00:00:00Z								Human alphaherpesvirus 3		10335
AY253719.1			PARTIAL	1														true					1140VZV			3907				1		2003-05-12T00:00:00Z		GenBank		University of Iowa, Department of Pediatrics	USA	Wagenaar,T.R.,Chow,V.T.,Buranathai,C.,Thawatsupha,P.,Grose,C.	2016-07-25T00:00:00Z								Human alphaherpesvirus 3		10335
AY253720.1			PARTIAL	1														true					1140VZV			2607				1		2003-05-12T00:00:00Z		GenBank		University of Iowa, Department of Pediatrics	USA	Wagenaar,T.R.,Chow,V.T.,Buranathai,C.,Thawatsupha,P.,Grose,C.	2016-07-25T00:00:00Z								Human alphaherpesvirus 3		10335
AY379115.1			PARTIAL	1	Ireland: Dublin	Europe												true								430				1		2003-09-29T00:00:00Z		GenBank		St. James's Hospital, Clinical Microbiology	Ireland	Carr,M.J.,McCormack,G.P.,Crowley,B.	2016-07-25T00:00:00Z								Human alphaherpesvirus 3		10335
AY379116.1			PARTIAL	1	Ireland: Dublin	Europe												true								430				1		2003-09-29T00:00:00Z		GenBank		St. James's Hospital, Clinical Microbiology	Ireland	Carr,M.J.,McCormack,G.P.,Crowley,B.	2016-07-25T00:00:00Z								Human alphaherpesvirus 3		10335
AY548170.1			COMPLETE	70														true					MSP			124883				70		2004-05-04T00:00:00Z		GenBank		University of Iowa, Department of Microbiology	USA	Santos,R.A.,Hatfield,C.C.,Cole,N.L.,Padilla,J.A.,Moffat,J.F.,Arvin,A.M.,Ruyechan,W.T.,Hay,J.,Grose,C.,Tyler,S.,Peters,G.,Hiebert,J.,Stephens,G.M.,Jackson,W.,Storlie,J.,Tipples,G.A.,Stephens,G.,Ruyechan,W.	2004-06-14T00:00:00Z								Human alphaherpesvirus 3		10335
AY548171.1			COMPLETE	72														true					BC			125459				72		2004-05-04T00:00:00Z		GenBank		National Microbiology Laboratory, Health Canada	Canada	Grose,C.,Tyler,S.,Peters,G.,Hiebert,J.,Stephens,G.M.,Ruyechan,W.T.,Jackson,W.,Storlie,J.,Tipples,G.A.,Stephens,G.,Ruyechan,W.	2004-06-14T00:00:00Z								Human alphaherpesvirus 3		10335
CS208156.1			PARTIAL																							15						2005-12-08T00:00:00Z		GenBank				Bloom,D.C.,Amelio,A.L.	2006-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
CS208157.1			PARTIAL																							42						2005-12-08T00:00:00Z		GenBank				Bloom,D.C.,Amelio,A.L.	2006-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
CS208158.1			PARTIAL																							9						2005-12-08T00:00:00Z		GenBank				Bloom,D.C.,Amelio,A.L.	2006-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
CS208159.1			PARTIAL																							27						2005-12-08T00:00:00Z		GenBank				Bloom,D.C.,Amelio,A.L.	2006-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
CS208160.1			PARTIAL																							27						2005-12-08T00:00:00Z		GenBank				Bloom,D.C.,Amelio,A.L.	2006-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
CS406449.1			PARTIAL	1														true								2526				1		2006-09-08T00:00:00Z		GenBank				Kew,O.M.,Burns,C.C.,Shaw,J.,Campagnoli,R.,Quay,J.	2006-09-08T00:00:00Z								Human alphaherpesvirus 3		10335
CS406452.1			PARTIAL	1														true								1872				1		2006-09-08T00:00:00Z		GenBank				Kew,O.M.,Burns,C.C.,Shaw,J.,Campagnoli,R.,Quay,J.	2006-09-08T00:00:00Z								Human alphaherpesvirus 3		10335
DL143937.1			PARTIAL																							1061						2008-09-26T00:00:00Z		GenBank				Walter,E.,Tibbetts,C.,Thornton,J.,Stenger,D.,Seto,D.,Kuruzerokku,R.P.,Rowley,R.,Lin,B.,Hanson,E.H.,Agan,B.,Vora,G.,Thach,D.,Wang,Z.	2008-09-26T00:00:00Z								Human alphaherpesvirus 3		10335
DL143938.1			PARTIAL																							993						2008-09-26T00:00:00Z		GenBank				Walter,E.,Tibbetts,C.,Thornton,J.,Stenger,D.,Seto,D.,Kuruzerokku,R.P.,Rowley,R.,Lin,B.,Hanson,E.H.,Agan,B.,Vora,G.,Thach,D.,Wang,Z.	2008-09-26T00:00:00Z								Human alphaherpesvirus 3		10335
DQ008354.1			COMPLETE	71														true					VarilRix			124821				71		2005-06-30T00:00:00Z		GenBank		GlaxoSmithKline Biologicals, Research and Development	Belgium	Tillieux,S.L.,Halsey,W.S.,Thomas,E.S.,Voycik,J.J.,Sathe,G.M.,Vassilev,V.,Vassilev,V.B.,Tillieux,S.I.	2016-07-26T00:00:00Z								Human alphaherpesvirus 3		10335
DQ008355.1			COMPLETE	72														true					VariVax			124815				71		2005-06-30T00:00:00Z		GenBank		GlaxoSmithKline Biologicals, Research and Development	Belgium	Tillieux,S.L.,Halsey,W.S.,Thomas,E.S.,Voycik,J.J.,Sathe,G.M.,Vassilev,V.,Vassilev,V.B.,Tillieux,S.I.	2016-07-26T00:00:00Z								Human alphaherpesvirus 3		10335
DQ075209.1			PARTIAL	1	USA: Atlanta, GA	North America	GA											true					Ellen	lesion		2313				1		2005-06-22T00:00:00Z		GenBank		Indiana University Purdue University Fort Wayne, Biology	USA	Visalli,R.J.,Visalli,M.A.	2005-06-22T00:00:00Z								Human alphaherpesvirus 3		10335
DQ077821.1			PARTIAL	1	USA	North America												true					Ellen			1758				1		2005-06-21T00:00:00Z		GenBank		Indiana University Purdue University Fort Wayne, Biology	USA	Visalli,R.J.,Visalli,M.A.	2005-06-21T00:00:00Z								Human alphaherpesvirus 3		10335
DQ077822.1			PARTIAL	1	USA	North America												true					Ellen			1740				1		2005-06-21T00:00:00Z		GenBank		Indiana University Purdue University Fort Wayne, Biology	USA	Visalli,R.J.,Visalli,M.A.	2005-06-21T00:00:00Z								Human alphaherpesvirus 3		10335
DQ145725.2			PARTIAL	1	USA	North America												true					Ellen			471				1		2005-08-21T00:00:00Z		GenBank		Indiana University Purdue University Fort Wayne, Biology	USA	Visalli,R.J.,Visalli,M.A.	2006-08-28T00:00:00Z								Human alphaherpesvirus 3		10335
DQ452050.1			COMPLETE	73	Morocco	Africa									Homo sapiens		9606	true				2000	HHV3_M2DR			124770				73		2007-03-15T00:00:00Z		GenBank		Centers for Disease Control and Prevention, DVRD	USA	Loparev,V.N.,Schmid,S.,Norberg,P.,Liljeqvist,J.-A.K.,Bergstrom,T.M.,Sammons,S.	2007-03-15T00:00:00Z								Human alphaherpesvirus 3		10335
DQ457052.1			COMPLETE	74	USA: California	North America	CA											true					CA123			124771				74		2008-01-10T00:00:00Z		GenBank		Centers for Disease Control and Prevention, DVRD	USA	Loparev,V.N.,Rubtcova,E.N.,Bostik,V.,Govil,D.,Birch,C.J.,Druce,J.D.,Schmid,D.S.,Croxson,M.C.,Norberg,P.,Liljeqvist,J.,Bergstrom,M.T.,Schmid,S.	2016-07-26T00:00:00Z								Human alphaherpesvirus 3		10335
DQ479953.1			COMPLETE	72														true					SD			125087				73		2006-07-18T00:00:00Z		GenBank		Public Health Agency of Canada, National Microbiology Laboratory	Canada	Peters,G.A.,Tyler,S.D.,Grose,C.,Severini,A.,Gray,M.J.,Upton,C.,Tipples,G.A.,Tiples,G.,Gross,C.,Gray,M.	2009-08-11T00:00:00Z								Human alphaherpesvirus 3		10335
DQ479954.1			COMPLETE	72														true					Kel			125374				73		2006-07-18T00:00:00Z		GenBank		Public Health Agency of Canada, National Microbiology Laboratory	Canada	Peters,G.A.,Tyler,S.D.,Grose,C.,Severini,A.,Gray,M.J.,Upton,C.,Tipples,G.A.,Tiples,G.,Gross,C.,Gray,M.	2009-08-11T00:00:00Z								Human alphaherpesvirus 3		10335
DQ479955.1			COMPLETE	72														true					11			125370				73		2006-07-18T00:00:00Z		GenBank		Public Health Agency of Canada, National Microbiology Laboratory	Canada	Peters,G.A.,Tyler,S.D.,Grose,C.,Severini,A.,Gray,M.J.,Upton,C.,Tipples,G.A.,Tiples,G.,Gross,C.,Gray,M.	2009-08-11T00:00:00Z								Human alphaherpesvirus 3		10335
DQ479956.1			COMPLETE	72														true					22			124868				73		2006-07-18T00:00:00Z		GenBank		Public Health Agency of Canada, National Microbiology Laboratory	Canada	Peters,G.A.,Tyler,S.D.,Grose,C.,Severini,A.,Gray,M.J.,Upton,C.,Tipples,G.A.,Tiples,G.,Gross,C.,Gray,M.	2009-08-11T00:00:00Z								Human alphaherpesvirus 3		10335
DQ479957.1			COMPLETE	72														true					03-500			125239				73		2006-07-18T00:00:00Z		GenBank		Public Health Agency of Canada, National Microbiology Laboratory	Canada	Peters,G.A.,Tyler,S.D.,Grose,C.,Severini,A.,Gray,M.J.,Upton,C.,Tipples,G.A.,Tiples,G.,Gross,C.,Gray,M.	2009-08-11T00:00:00Z								Human alphaherpesvirus 3		10335
DQ479958.1			COMPLETE	72														true					36			125030				73		2006-07-18T00:00:00Z		GenBank		Public Health Agency of Canada, National Microbiology Laboratory	Canada	Peters,G.A.,Tyler,S.D.,Grose,C.,Severini,A.,Gray,M.J.,Upton,C.,Tipples,G.A.,Tiples,G.,Gross,C.,Gray,M.	2009-08-11T00:00:00Z								Human alphaherpesvirus 3		10335
DQ479959.1			COMPLETE	72														true					49			125041				73		2006-07-18T00:00:00Z		GenBank		Public Health Agency of Canada, National Microbiology Laboratory	Canada	Peters,G.A.,Tyler,S.D.,Grose,C.,Severini,A.,Gray,M.J.,Upton,C.,Tipples,G.A.,Tiples,G.,Gross,C.,Gray,M.	2009-08-11T00:00:00Z								Human alphaherpesvirus 3		10335
DQ479960.1			COMPLETE	72														true					8			125451				73		2006-07-18T00:00:00Z		GenBank		Public Health Agency of Canada, National Microbiology Laboratory	Canada	Peters,G.A.,Tyler,S.D.,Grose,C.,Severini,A.,Gray,M.J.,Upton,C.,Tipples,G.A.,Tiples,G.,Gross,C.,Gray,M.	2009-08-11T00:00:00Z								Human alphaherpesvirus 3		10335
DQ479961.1			COMPLETE	72														true					32			124945				73		2006-07-18T00:00:00Z		GenBank		Public Health Agency of Canada, National Microbiology Laboratory	Canada	Peters,G.A.,Tyler,S.D.,Grose,C.,Severini,A.,Gray,M.J.,Upton,C.,Tipples,G.A.,Tiples,G.,Gross,C.,Gray,M.	2009-08-11T00:00:00Z								Human alphaherpesvirus 3		10335
DQ479962.1			COMPLETE	72														true					32			125084				73		2006-07-18T00:00:00Z		GenBank		Public Health Agency of Canada, National Microbiology Laboratory	Canada	Peters,G.A.,Tyler,S.D.,Grose,C.,Severini,A.,Gray,M.J.,Upton,C.,Tipples,G.A.,Tiples,G.,Gross,C.,Gray,M.	2009-08-11T00:00:00Z								Human alphaherpesvirus 3		10335
DQ479963.1			COMPLETE	72														true					32			125169				73		2006-07-18T00:00:00Z		GenBank		Public Health Agency of Canada, National Microbiology Laboratory	Canada	Peters,G.A.,Tyler,S.D.,Grose,C.,Severini,A.,Gray,M.J.,Upton,C.,Tipples,G.A.,Tiples,G.,Gross,C.,Gray,M.	2009-08-11T00:00:00Z								Human alphaherpesvirus 3		10335
DQ531049.1			PARTIAL	1	USA	North America												true					Ellen			2031				1		2006-06-06T00:00:00Z		GenBank		Indiana University Purdue University Fort Wayne, Biology	USA	Visalli,R.J.,Visalli,M.A.	2006-06-06T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656706.1			PARTIAL	1	India	Asia												true					VZ28			571				1		2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Chumber,S.,Kaushik,K.,Savy,S.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656707.1			PARTIAL	1	India	Asia												true					VZ35			530				1		2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Chumber,S.,Kaushik,K.,Savy,S.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656708.1			PARTIAL	18	India	Asia												true					VZ36			547						2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Chumber,S.,Kaushik,K.,Savy,S.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656709.1			PARTIAL	18	India	Asia												true					VZ48			571						2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Chumber,S.,Kaushik,K.,Savy,S.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656710.1			PARTIAL	1	India	Asia												true					VZ49			569				1		2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Chumber,S.,Kaushik,K.,Savy,S.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656711.1			PARTIAL	18	India	Asia												true					VZ50			529						2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Chumber,S.,Kaushik,K.,Savy,S.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656712.1			PARTIAL	18	India	Asia												true					VZ61			569						2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Chumber,S.,Kaushik,K.,Savy,S.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656713.1			PARTIAL	1	India	Asia												true					VZ63			567				1		2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Chumber,S.,Kaushik,K.,Savy,S.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656714.1			PARTIAL	18	India	Asia												true					VZ65			567						2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Chumber,S.,Kaushik,K.,Savy,S.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656715.1			PARTIAL	18	India	Asia												true					VZ66			569						2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Chumber,S.,Kaushik,K.,Savy,S.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656716.1			PARTIAL	18	India	Asia												true					VZ67			500						2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Chumber,S.,Kaushik,K.,Savy,S.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656717.1			PARTIAL	18	India	Asia												true					VZ80			294						2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Chumber,S.,Kaushik,K.,Savy,S.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656718.1			PARTIAL	1	India	Asia												true					VZ82			571				1		2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Chumber,S.,Kaushik,K.,Savy,S.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656719.1			PARTIAL	1	India	Asia												true					VZ85			570				1		2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Chumber,S.,Kaushik,K.,Savy,S.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656720.1			PARTIAL	1	India	Asia												true					VZ87			573				1		2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Chumber,S.,Kaushik,K.,Savy,S.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656721.1			PARTIAL	18	India	Asia												true					VZ90			573						2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Chumber,S.,Kaushik,K.,Savy,S.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656722.1			PARTIAL	1	India	Asia												true					VZ91			570				1		2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Chumber,S.,Kaushik,K.,Savy,S.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656723.1			PARTIAL	1	India	Asia												true					VZ92			570				1		2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Chumber,S.,Kaushik,K.,Savy,S.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656724.1			PARTIAL	12	India	Asia												true					48			159						2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Kaushik,K.,Chumber,S.,Kapila,K.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656725.1			PARTIAL	1	India	Asia												true					50			155				1		2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Kaushik,K.,Chumber,S.,Kapila,K.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656726.1			PARTIAL	12	India	Asia												true					A61			183						2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Kaushik,K.,Chumber,S.,Kapila,K.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656727.1			PARTIAL	12	India	Asia												true					B61			183						2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Kaushik,K.,Chumber,S.,Kapila,K.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656728.1			PARTIAL	1	India	Asia												true					66			162				1		2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Kaushik,K.,Chumber,S.,Kapila,K.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656729.1			PARTIAL	12	India	Asia												true					67			212						2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Kaushik,K.,Chumber,S.,Kapila,K.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656730.1			PARTIAL	1	India	Asia												true					74			160				1		2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Kaushik,K.,Chumber,S.,Kapila,K.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656731.1			PARTIAL	1	India	Asia												true					76			173				1		2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Kaushik,K.,Chumber,S.,Kapila,K.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656732.1			PARTIAL	1	India	Asia												true					78			184				1		2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Kaushik,K.,Chumber,S.,Kapila,K.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656733.1			PARTIAL	1	India	Asia												true					80			165				1		2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Kaushik,K.,Chumber,S.,Kapila,K.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656734.1			PARTIAL	1	India	Asia												true					82			158				1		2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Kaushik,K.,Chumber,S.,Kapila,K.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656735.1			PARTIAL	1	India	Asia												true					85			164				1		2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Kaushik,K.,Chumber,S.,Kapila,K.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656736.1			PARTIAL	1	India	Asia												true					VZ3			588				1		2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Kaushik,K.,Chumber,S.,Savy,S.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656737.1			PARTIAL	9	India	Asia												true					VZ4			566						2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Kaushik,K.,Chumber,S.,Savy,S.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656738.1			PARTIAL	1	India	Asia												true					VZ8			589				1		2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Kaushik,K.,Chumber,S.,Savy,S.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656739.1			PARTIAL	1	India	Asia												true					VZ16			577				1		2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Kaushik,K.,Chumber,S.,Savy,S.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656740.1			PARTIAL	1	India	Asia												true					VZ18			569				1		2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Kaushik,K.,Chumber,S.,Savy,S.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
DQ656741.1			PARTIAL	9	India	Asia												true					VZ19			572						2006-07-05T00:00:00Z		GenBank		Armed Forces Medical College, Department of Microbiology	India	Kaushik,K.,Chumber,S.,Savy,S.	2016-07-14T00:00:00Z								Human alphaherpesvirus 3		10335
